Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__Abs_Val_Segment_Distance_Distance_in_Mi__c,sustain_app__AirTravelEmissions__c,sustain_app__Aircraft_Fuel_Economy_Unit__c,sustain_app__Aircraft_Fuel_Economy_Value__c,sustain_app__Aircraft_Type__c,sustain_app__AllocatedRenewableEnergykWh__c,sustain_app__Amount__c,sustain_app__Annual_Fuel_Used_Unit__c,sustain_app__Annual_Fuel_Used_Value__c,sustain_app__Annual_Gallons_of_Fuel_Used__c,sustain_app__Asset_Contact__c,sustain_app__Asset__c,sustain_app__BusinessDistance__c,sustain_app__Cabin__c,sustain_app__Calculated_Segment_Fare_Including_Taxes__c,sustain_app__Car_Type_Code__c,sustain_app__Carrier_Code__c,sustain_app__Carrier_Name__c,sustain_app__City__c,sustain_app__Contract_Type__c,sustain_app__Contract__c,sustain_app__Cooling_Consumption_kWh__c,sustain_app__Cost_Center__c,sustain_app__Country__c,sustain_app__Daily_Rate__c,sustain_app__Departure_Date__c,sustain_app__Departure_Time__c,sustain_app__Diesel_Consumption_kWh__c,sustain_app__DistanceUnit__c,sustain_app__Drop_Off_Date__c,sustain_app__ElectricityConsumptionVariance__c,sustain_app__ElectricityEmissionFactor__c,sustain_app__Electricity_Consumption_kWh__c,sustain_app__EmissionFactorKgCO2eRoomPerNight__c,sustain_app__EmissionFactorScope3__c,sustain_app__Emission_Factors_kgCO2_Passenger_Mile__c,sustain_app__Emission_Factors_kgCO2e_Pass_Mile_CH4__c,sustain_app__Emission_Factors_kgCO2e_Pass_Mile_N2Okg__c,sustain_app__Emission_kgCO2__c,sustain_app__Emission_kgCO2e_CH4kg__c,sustain_app__Emission_kgCO2e_N2O__c,sustain_app__Employee_Country_Code__c,sustain_app__Employee_ID__c,sustain_app__EndDate__c,sustain_app__Exchange_Indicator__c,sustain_app__ExpenseType__c,sustain_app__Fiscal_Year__c,sustain_app__Flight_Date__c,sustain_app__Flight_Hours__c,sustain_app__Flight_Number__c,sustain_app__From_Location__c,sustain_app__Fuel_Efficiency_Unit__c,sustain_app__Fuel_Efficiency_Value__c,sustain_app__Fuel_Oil_Consumption_kWh__c,sustain_app__Fuel_Type__c,sustain_app__FugitiveEmissionsTCO2e__c,sustain_app__Gallons_per_Hour__c,sustain_app__GridRenewableEnergyLBkWh__c,sustain_app__GroundTravelDistanceMiles__c,sustain_app__GroundTravelEmissions__c,sustain_app__Haul_Length__c,sustain_app__Heat_Consumption_kWh__c,sustain_app__HotelCountry__c,sustain_app__HotelStayEmissions__c,sustain_app__Hotel_Chain_Name__c,sustain_app__Hotel_City__c,sustain_app__IT_Electricity_Consumption_kWh__c,sustain_app__LocationbasedElecEmissionstCO2e__c,sustain_app__Locator__c,sustain_app__MarketBasedElecEmissionsTCO2e__c,sustain_app__Month_Year__c,sustain_app__Month__c,sustain_app__Natural_Gas_Consumption_kWh__c,sustain_app__NumberOfNights__c,sustain_app__NumberOfRooms__c,sustain_app__Occupied_Building_Floor_Area_Unit__c,sustain_app__Occupied_Building_Floor_Area__c,sustain_app__Occupied_Building_Floor_Area_m2__c,sustain_app__Other_Emission_Factor__c,sustain_app__Owned_Asset__c,sustain_app__PUEMonthlyRangeCheck__c,sustain_app__Parent_Expense_Type__c,sustain_app__Pickup_Date__c,sustain_app__Refrigerant_GWP_Factor__c,sustain_app__Refund_Indicator__c,sustain_app__Renewable_Energy_Project_Name__c,sustain_app__RentalCarCompanyCode__c,sustain_app__RentalCarCompanyName__c,sustain_app__RentalCarEmissions__c,sustain_app__Reported_Flight_Emissions_kg_CO2e__c,sustain_app__Reported_Flight_Emissions_tonnes_CO2e__c,sustain_app__Reported_PUE__c,sustain_app__Room_Rate__c,sustain_app__Room_Type__c,sustain_app__Scope1EmissionsTCO2e__c,sustain_app__Scope2LocationBasedEmissionsTCO2e__c,sustain_app__Scope2MarketBasedEmissionstCO2e__c,sustain_app__Scope_3EmissionstCO2e__c,sustain_app__SegmentOriginCountryCode__c,sustain_app__Segment_Carrier_Code__c,sustain_app__Segment_Carrier_Name__c,sustain_app__Segment_Cost_Per_Miles__c,sustain_app__Segment_Count__c,sustain_app__Segment_Destination_Airport_Code__c,sustain_app__Segment_Destination_Airport_Name__c,sustain_app__Segment_Destination_Country_Code__c,sustain_app__Segment_Destination_Country_Name__c,sustain_app__Segment_Destination_Region_Name__c,sustain_app__Segment_Distance_Miles__c,sustain_app__Segment_Flight_Time_hours__c,sustain_app__Segment_Origin_Airport_Code__c,sustain_app__Segment_Origin_Airport_Name__c,sustain_app__Segment_Origin_Country_Name__c,sustain_app__Segment_Origin_Region_Name__c,sustain_app__ServiceProvider__c,sustain_app__Shuttle_Fuel_Efficiency_mpg__c,sustain_app__StartDate__c,sustain_app__State_Province__c,sustain_app__State__c,sustain_app__Steam_Consumption_kWh__c,sustain_app__Ticket_Number__c,sustain_app__To_Location__c,sustain_app__TotalCarbonFootprintTCO2e__c,sustain_app__TotalRenewableEnergykWh__c,sustain_app__Total_All_Building_Energy_Sources_kWh__c,sustain_app__Total_Amount__c,sustain_app__Total_Electricity_Consumption_kWh__c,sustain_app__Total_Energy_Consumption_GJ__c,sustain_app__Total_Energy_Consumption_kWh__c,sustain_app__Total_Gallons_Used__c,sustain_app__Total_Liters_Used__c,sustain_app__Transaction_Date__c,sustain_app__Traveler_Full_Name__c,sustain_app__Trip_Length__c,sustain_app__Trip_Name__c,sustain_app__TypeOfRenewableEnergyProject__c,sustain_app__Unit_Cooling_Consumption__c,sustain_app__Unit_Diesel_Consumption__c,sustain_app__Unit_Electricity_Consumption__c,sustain_app__Unit_Fuel_Oil_Consumption__c,sustain_app__Unit_Heat_Consumption__c,sustain_app__Unit_IT_Electricity_Consumption__c,sustain_app__Unit_Natural_Gas_Consumption__c,sustain_app__Unit_Steam_Consumption__c,sustain_app__Value_Cooling_Consumption__c,sustain_app__Value_Diesel_Consumption__c,sustain_app__Value_Electricity_Consumption__c,sustain_app__Value_Fuel_Oil_Consumption__c,sustain_app__Value_Heat_Consumption__c,sustain_app__Value_IT_Electricity_Consumption__c,sustain_app__Value_Natural_Gas_Consumption__c,sustain_app__Value_Steam_Consumption__c,sustain_app__VendorName__c,sustain_app__Vendor_provided_emissions_kg_CO2e__c,sustain_app__Vendor_provided_emissions_tonnes_CO2e__c,sustain_app__kWhFromBiomass__c,sustain_app__kWhFromCoal__c,sustain_app__kWhFromGas__c,sustain_app__kWhFromGeothermal__c,sustain_app__kWhFromHydro__c,sustain_app__kWhFromNonRenewables__c,sustain_app__kWhFromNuclear__c,sustain_app__kWhFromOil__c,sustain_app__kWhFromSolar__c,sustain_app__kWhFromWind__c,sustain_app__totalEnergyCarbonFootprintCO2e__c,sustain_app__CH4_Emissions_kg__c,sustain_app__CO2_Emissions_kg__c,sustain_app__Mobile_Fuel_Type__c,sustain_app__N2O_Emissions_kg__c,sustain_app__Normalized_Monthly_Electricity_Use_kWh__c,sustain_app__Propane_Consumption_kWh__c,sustain_app__Unit_Propane_Consumption__c,sustain_app__Value_Propane_Consumption__c,sustain_app__Additional_Scope_1_Emissions__c,sustain_app__Additional_Scope_2_Location_Based_Emissi__c,sustain_app__Additional_Scope_2_Market_Based_Emission__c,sustain_app__Additional_Scope_3_Emissions__c,sustain_app__Currency__c,sustain_app__Data_Gap_Fill_Method__c,sustain_app__Data_Gap_Filling_Log__c,sustain_app__EmissionFactors_kgCO2_Pass_Km__c,sustain_app__EmissionFactors_kgCO2_Pass_Mile__c,sustain_app__EmissionFactors_kgCO2e_Pass_Km_CH4__c,sustain_app__EmissionFactors_kgCO2e_Pass_Km_N2Okg__c,sustain_app__EmissionFactors_kgCO2e_Pass_Mile_CH4__c,sustain_app__EmissionFactors_kgCO2e_Pass_Mile_N2Okg__c,sustain_app__Final_Consumption_Value__c,sustain_app__Haul_Length_Category__c,sustain_app__Is_Locked__c,sustain_app__Manual_Locking_Control__c,sustain_app__Proposed_Consumption_Value__c,sustain_app__Refrigerant_Emissions_tCO2e__c,sustain_app__Scope_1_Emissions_tCO2e__c,sustain_app__Scope_2_Market_Based_Emissions_tCO2e__c,sustain_app__Scope_3_Emissions_tCO2e__c,sustain_app__Segment_Distance_Unit__c,sustain_app__Segment_Distance__c,sustain_app__System_Generated__c,sustain_app__TotalRenewableEnergykWhWithoutHydro__c,sustain_app__Total_Distance_Traveled_Unit__c,sustain_app__Total_Distance_Traveled__c,sustain_app__Total_Electricity_Consumption__c,sustain_app__Total_Fuel_Use_Gallons__c,sustain_app__Total_Renewable_Energy_kWh__c,sustain_app__Vehicle_Fuel_Efficiency_kpl__c,sustain_app__kWhFromBiomassLocationBased__c,sustain_app__kWhFromBiomassMarketBased__c,sustain_app__kWhFromCoalLocationBased__c,sustain_app__kWhFromCoalMarketBased__c,sustain_app__kWhFromGasLocationBased__c,sustain_app__kWhFromGasMarketBased__c,sustain_app__kWhFromGeothermalLocationBased__c,sustain_app__kWhFromGeothermalMarketBased__c,sustain_app__kWhFromHydroLocationBased__c,sustain_app__kWhFromHydroMarketBased__c,sustain_app__kWhFromNonRenewablesLocationBased__c,sustain_app__kWhFromNonRenewablesMarketBased__c,sustain_app__kWhFromNuclearLocationBased__c,sustain_app__kWhFromNuclearMarketBased__c,sustain_app__kWhFromOilLocationBased__c,sustain_app__kWhFromOilMarketBased__c,sustain_app__kWhFromSolarLocationBased__c,sustain_app__kWhFromSolarMarketBased__c,sustain_app__kWhFromWindLocationBased__c,sustain_app__kWhFromWindMarketBased__c
a096g000002Xf09AAC,0056g000004tw2CAAQ,,Shuttle #4 FY18 - full year,0126g0000003hSXAAY,2020-05-04T18:09:08.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Gallons,6740,6740,a046g00000KMSekAAH,a016g00000JgwoRAAR,,,,,,,,,,,,,,,,,,,,,,0,a086g0000014ZbBAAU,0.225,0.0039,0.0072,68815.41,0.12,0.11,,,2017-12-31,,,,,,,,Miles per Gallon,3.5,,,0,,0,0,0,Short,,,0,,,,0,,0,2018-12-31,December,,,,sqft,,,a076g000002tHW4AAM,1,1,,,,,,,,0,,,1,,,68.8488,0,0,0,,,,,,,,,,,,,,,,,,3.5,2017-01-01,,,,,,68.85,0,0,,0,0,0,6740,25513.675651909427,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.1203089636714,68815.40942730317,Diesel,0.11323241244756,,,,,,,,,,,,,0.225,,,0.0039,0.0072,,,,,,0,68.8488,0,0,Miles,,,,,,0,6740,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0AAAS,0056g000004tw2CAAQ,,Shuttle #2 FY18 - full year,0126g0000003hSXAAY,2020-05-04T18:09:08.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Gallons,8410,8410,a046g00000KMSekAAH,a016g00000JgwoOAAR,,,,,,,,,,,,,,,,,,,,,,0,a086g0000014ZbBAAU,0.225,0.0039,0.0072,49130.42,51.26,4.56,,,2017-12-31,,,,,,,,Miles per Gallon,3.1,,,0,,0,0,0,Short,,,0,,,,0,,0,2018-12-31,December,,,,sqft,,,a076g000002tHW4AAM,1,1,,,,,,,,0,,,1,,,51.7746,0,0,0,,,,,,,,,,,,,,,,,,3.1,2017-01-01,,,,,,51.77,0,0,,0,0,0,8410,31835.313387619924,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,51.25546011805361,49130.42042108543,Compressed Natural Gas (CNG),4.5624153954436,,,,,,,,,,,,,0.225,,,0.0039,0.0072,,,,,,0,51.7746,0,0,Miles,,,,,,0,8410,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0uAAC,0056g000004tw2CAAQ,,Company Car FP5-75J,0126g0000003hSXAAY,2020-05-04T18:14:33.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Liters,5729,1513.44167445,a046g00000KMSekAAH,a016g00000Kt7UtAAJ,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,13288.02,0.79,0.16,,,2019-12-31,,,,,,,,L per 100 km,7.84,,,0,,0,0,0,Short,,,0,,,,0,,0,2020-12-31,December,,,,sqft,,,a076g000002tHW4AAM,,1,,,,,,,,0,,,1,,,0,0,0,13.35333,,,,,,,,,,,,,,,,,,30.001913265306122,2019-01-01,,,,,,13.35,0,0,,0,0,0,1513.44,5729,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.7855300978905269,13288.020198999999,Gasoline,0.16346198972773773,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,13.35333,Miles,,,,,,0,1513.44,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0vAAC,0056g000004tw2CAAQ,,Company Car FP5-99Q,0126g0000003hSXAAY,2020-05-04T18:14:33.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Liters,7413,1958.30740665,a046g00000KMSekAAH,a016g00000Kt7UtAAJ,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,18506.01,0.04,0.04,,,2019-12-31,,,,,,,,L per 100 km,56.1,,,0,,0,0,0,Short,,,0,,,,0,,0,2020-12-31,December,,,,sqft,,,a076g000002tHW4AAM,,1,,,,,,,,0,,,1,,,0,0,0,18.51762,,,,,,,,,,,,,,,,,,4.192780748663101,2019-01-01,,,,,,18.52,0,0,,0,0,0,1958.31,7413,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.04187483068772853,18506.005938000002,Biodiesel,0.03941176081073496,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,18.51762,Miles,,,,,,0,1958.31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0wAAC,0056g000004tw2CAAQ,,Company Car FP5-88V,0126g0000003hSXAAY,2020-05-04T18:14:33.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Gallons,9097,9097,a046g00000KMSekAAH,a016g00000Kt7UtAAJ,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,79871.67,6.45,1.34,,,2019-12-31,,,,,,,,Miles per Gallon,41,,,0,,0,0,0,Short,,,0,,,,0,,0,2020-12-31,December,,,,sqft,,,a076g000002tHW4AAM,,1,,,,,,,,0,,,1,,,0,0,0,80.40816,,,,,,,,,,,,,,,,,,41,2019-01-01,,,,,,80.41,0,0,,0,0,0,9097,34435.89130644214,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6.452533106323964,79871.6738087924,Gasoline,1.3427160883793492,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,80.40816,Miles,,,,,,0,9097,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0xAAC,0056g000004tw2CAAQ,,Carpool Van 5P5-RD3,0126g0000003hSXAAY,2020-05-04T18:14:33.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Gallons,10781,10781,a046g00000KMSekAAH,a016g00000Kt7UtAAJ,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,61236.07,8.54,22.64,,,2019-12-31,,,,,,,,Miles per Gallon,12,,,0,,0,0,0,Short,,,0,,,,0,,0,2020-12-31,December,,,,sqft,,,a076g000002tHW4AAM,,1,,,,,,,,0,,,1,,,0,0,0,67.47476,,,,,,,,,,,,,,,,,,12,2019-01-01,,,,,,67.47,0,0,,0,0,0,10781,40810.524807601716,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8.53853105079204,61236.07004223195,Autogas/LPG,22.6400523393552,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,67.47476,Miles,,,,,,0,10781,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0yAAC,0056g000004tw2CAAQ,,Carpool Van 5P5-PL9,0126g0000003hSXAAY,2020-05-04T18:14:33.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Liters,12465,3292.90460325,a046g00000KMSekAAH,a016g00000Kt7UtAAJ,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,19236.84,45.87,4.08,,,2019-12-31,,,,,,,,L per 100 km,33.2,,,0,,0,0,0,Short,,,0,,,,0,,0,2020-12-31,December,,,,sqft,,,a076g000002tHW4AAM,,1,,,,,,,,0,,,1,,,0,0,0,21.60298,,,,,,,,,,,,,,,,,,7.084789156626506,2019-01-01,,,,,,21.6,0,0,,0,0,0,3292.9,12465,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,45.86575282472805,19236.83562,Compressed Natural Gas (CNG),4.082660000108813,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,21.60298,Miles,,,,,,0,3292.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002Xf0zAAC,0056g000004tw2CAAQ,,Carpool Van 5P5-PL1,0126g0000003hSXAAY,2020-05-04T18:14:33.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,,,Liters,14149,3737.77033545,a046g00000KMSekAAH,a016g00000Kt7UtAAJ,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,21492.18,22.79,20.24,,,2019-12-31,,,,,,,,L per 100 km,7.6,,,0,,0,0,0,Short,,,0,,,,0,,0,2020-12-31,December,,,,sqft,,,a076g000002tHW4AAM,,1,,,,,,,,0,,,1,,,0,0,0,27.49499,,,,,,,,,,,,,,,,,,30.94934210526316,2019-01-01,,,,,,27.49,0,0,,0,0,0,3737.77,14149,,,,,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,22.789200693506256,21492.175361,Ethanol,20.24422562690391,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,27.49499,Miles,,,,,,0,3737.77,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
a096g000002asewAAA,0056g000004tw2CAAQ,,SF Tower - Oct2019,0126g0000003hSbAAI,2020-04-05T21:35:28.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,100000,,,,,a046g00000KMSejAAH,a016g00000JgwoAAAR,,,,,,,,,a056g00000K8ZHnAAN,1000,,,,,,10636.1,,,,a066g000005EAlhAAG,189000,0,,0,0,0,0,0,0,,,2019-10-31,,,,,,,,,,10751.810000000001,,39.32081,,46494,0,0,Short,293001,,0,,,,45.253,,0,2019-12-17,December,366251.25,,,sqft,1002000,93088.84608,a076g000002f71yAAA,1,1,,,a076g000002f72DAAQ,,,,,0,,,1,,,111.1133,145.252374573432,99.8262,0,,,,,,,,,,,,,,,,,a0B6g000001SUs3EAG,,2019-10-01,,,146500.5,,,0,0,629501.5,,189000,3661.6771,1017140.66,0,,,,,,Geothermal,kWh,Liters,kWh,Liters,Therms,kWh,Therms,Therms,1000,1000,189000,1000,10000,,12500,5000,,,,5481,8127,91476,7749,22869,119637,17766,189,20034,13230,217.0314788104,0,0,,0,182903.2258064516,,,,,,,,,,,,0,,,0,0,,,,,,39.32081,111.1133,99.8262,0,Miles,,,,,,189000,0,0,,5481,,8127,,91476,,7749,,22869,,119637,,17766,,189,,20034,,13230,
a096g000002asexAAA,0056g000004tw2CAAQ,,SF Tower - Sep2019,0126g0000003hSbAAI,2020-04-05T21:35:28.000+0000,0056g000004tw2CAAQ,2020-11-24T16:04:01.000+0000,0056g000004tx5VAAQ,2020-11-24T16:04:01.000+0000,,,,0,0,,,,100000,,,,,a046g00000KMSejAAH,a016g00000JgwoAAAR,,,,,,,,,a056g00000K8ZHoAAN,1000,,,,,,10636.1,,,,a066g000005EAlhAAG,149000,0,,0,0,0,0,0,0,,,2019-09-30,,,,,,,,,,10751.810000000001,,38.0524,,36654,0,0,Short,293001,,0,,,,35.6757,,0,2019-12-17,December,366251.25,,,sqft,1002000,93088.84608,a076g000002f71yAAA,1,1,,,a076g000002f72DAAQ,,,,,0,,,1,,,109.8449,135.638238121912,99.8262,0,,,,,,,,,,,,,,,,,a0B6g000001SUs3EAG,,2019-09-01,,,146500.5,,,0,0,589501.5,,149000,3517.6782,977140.66,0,,,,,,Geothermal,kWh,Liters,kWh,Liters,Therms,kWh,Therms,Therms,1000,1000,149000,1000,10000,,12500,5000,,,,4321,6407,72116,6109,18029,94317,14006,149,15794,10430,207.4173788104,0,0,,0,149000,,,,,,,,,,,,0,,,0,0,,,,,,38.0524,109.8449,99.8262,0,Miles,,,,,,149000,0,0,,4321,,6407,,72116,,6109,,18029,,94317,,14006,,149,,15794,,10430,
